student_id,student_class,board,school_type,district,aggregate_percentage,annual_family_income,budget_for_education,travel_radius_km,needs_hostel,needs_scholarship,gender,caste_category,mark_math,mark_science,mark_social,mark_english,mark_regional_language,apt_logical,apt_verbal,apt_quantitative,apt_social,apt_creative,apt_technical,interest_mathematics,interest_biology,interest_computers,interest_sports,interest_arts,interest_music,interest_social_service,interest_business,interest_nature,interest_writing,interest_politics,interest_cooking,interest_electronics,interest_farming,interest_healthcare,interest_teaching,target_stream,target_course,target_career_cluster,mark_core_subject_1,mark_core_subject_2,mark_elective_1,mark_elective_2
592,10,CBSE,aided,Kanchipuram,72.7,40859,106575,30,True,True,Other,General,76.4,85.1,62.4,63.5,75.9,63.8,67.0,67.8,44.7,70.3,90.6,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,Science,BSc Biology,Healthcare & Medicine,,,,
593,10,ICSE,government,Dharmapuri,42.3,87832,50584,30,True,True,Other,OBC,34.0,53.0,42.0,43.9,38.6,84.4,42.8,72.2,50.2,64.2,73.5,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,Science,BCA,Engineering & Technology,,,,
594,12,ICSE,private,Dindigul,85.2,78193,67837,30,False,False,Male,OBC,,,,81.0,,66.2,74.5,75.8,81.8,44.0,64.4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Commerce,BBA Marketing,Business & Finance,87.0,86.7,82.2,89.1
595,12,Matriculation,government,Madurai,81.6,137315,100904,10,False,True,Female,SC,,,,78.1,,86.4,53.2,71.0,79.1,38.3,36.3,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,Commerce,CA Foundation,Business & Finance,100.0,69.0,76.3,84.5
596,10,State Board,private,Salem,58.6,39815,180422,75,True,True,Female,General,63.9,48.0,61.4,53.4,66.3,68.0,46.4,57.0,49.2,60.7,79.1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,Vocational,Fashion Design Diploma,Arts & Media,,,,
597,12,ICSE,private,Dindigul,57.4,48248,179023,50,True,False,Female,SC,,,,45.7,,56.8,52.6,78.8,61.6,61.8,75.7,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,Science,BSc Math,Science & Research,62.1,70.3,52.9,56.0
598,12,Matriculation,government,Villupuram,55.8,27364,227678,75,True,False,Female,SC,,,,42.8,,68.4,41.4,90.4,38.4,64.8,64.3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Science,BSc Math,Science & Research,67.6,60.8,47.5,60.2
599,12,State Board,private,Dindigul,70.8,41964,145723,10,False,True,Female,ST,,,,78.2,,54.7,82.9,41.0,81.5,83.7,51.6,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,Arts,BA History,Education & Social Work,77.8,71.2,68.6,58.4
600,10,State Board,aided,Ariyalur,62.3,80971,99138,100,False,True,Male,SC,69.3,65.1,64.8,58.9,53.5,66.8,49.2,74.1,48.2,54.8,74.9,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Science,BSc Biology,Healthcare & Medicine,,,,
601,10,Matriculation,private,Erode,55.2,109709,112437,75,True,True,Female,OBC,48.4,53.5,57.3,57.0,60.0,67.5,84.3,59.0,68.4,38.2,49.6,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,Commerce,CA Foundation,Business & Finance,,,,
602,12,Matriculation,government,Tirunelveli,91.2,28632,167964,50,False,False,Female,General,,,,94.4,,71.2,50.2,69.5,55.2,68.3,76.3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,Science,BSc Chemistry,Science & Research,87.9,100.0,85.4,88.2
603,10,CBSE,government,Erode,51.0,120053,12399,20,False,True,Male,ST,54.5,55.4,51.5,48.8,44.6,65.5,58.5,86.9,59.3,34.6,73.4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Science,MBBS/BDS,Healthcare & Medicine,,,,
604,10,ICSE,aided,Perambalur,77.6,177107,141760,30,False,False,Female,General,76.0,82.7,79.3,78.0,72.0,61.2,60.0,68.3,31.3,47.6,68.5,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,Science,BTech/BE,Engineering & Technology,,,,
605,10,CBSE,government,Erode,63.3,83345,169029,50,False,True,Other,General,52.1,67.4,69.3,60.4,67.4,47.8,84.1,28.7,84.9,64.3,42.7,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,Arts,BA English,Arts & Media,,,,
606,10,State Board,aided,Vellore,44.1,268723,269387,75,True,False,Female,OBC,42.9,53.7,43.8,40.2,39.9,55.8,53.9,73.1,51.1,45.4,77.2,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Science,MBBS/BDS,Healthcare & Medicine,,,,
607,10,Matriculation,government,Namakkal,61.5,32240,295059,75,False,True,Female,General,71.0,67.0,53.4,56.6,59.4,82.6,67.4,81.3,48.1,46.6,100.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,Science,BSc Chemistry,Science & Research,,,,
608,12,State Board,government,Salem,54.2,22121,235920,10,False,False,Male,OBC,,,,47.0,,63.3,81.9,40.5,74.3,77.6,42.2,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,Arts,BA English,Arts & Media,57.6,63.7,47.5,55.1
609,12,Matriculation,private,Perambalur,84.1,14429,147058,10,False,True,Male,General,,,,72.7,,73.9,78.5,44.4,77.1,73.3,33.7,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,Arts,BA English,Arts & Media,79.1,91.5,84.3,92.9
610,12,CBSE,private,Chennai,76.6,198161,51781,20,True,True,Male,General,,,,67.3,,77.7,55.3,75.1,53.3,73.5,77.5,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,Science,BSc Math,Science & Research,84.4,84.9,79.2,67.3
611,10,ICSE,government,Coimbatore,57.4,101062,48110,10,False,True,Other,OBC,64.5,55.2,44.9,59.1,63.1,77.7,61.0,72.8,47.0,54.0,44.6,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,Commerce,CA Foundation,Business & Finance,,,,
612,10,State Board,government,Cuddalore,64.0,57270,293162,75,True,True,Female,OBC,51.8,73.8,72.2,61.4,60.6,80.1,48.5,68.9,53.3,52.5,82.4,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,Science,BTech/BE,Engineering & Technology,,,,
613,10,Matriculation,government,Karur,59.5,74905,64373,100,False,True,Male,General,70.9,56.9,55.9,52.5,61.5,56.6,61.2,47.8,48.6,62.8,69.9,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,Science,BTech/BE,Engineering & Technology,,,,
614,12,CBSE,government,Chennai,72.0,24333,16711,10,False,False,Other,General,,,,64.3,,69.4,49.1,83.0,64.6,38.6,37.4,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Commerce,BCom,Business & Finance,81.4,76.3,66.9,71.0
615,10,CBSE,aided,Perambalur,27.1,423624,90426,20,True,True,Male,SC,35.7,34.5,17.5,19.9,28.0,65.8,45.7,100.0,72.8,47.7,88.4,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,Science,Nursing (BSc),Healthcare & Medicine,,,,
616,10,ICSE,private,Thanjavur,51.4,66395,129733,10,False,True,Other,OBC,59.1,49.7,54.1,47.4,46.9,68.4,53.0,64.4,58.9,63.8,94.4,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,Vocational,Diploma Engineering,Trades & Skilled Work,,,,
617,12,Matriculation,government,Perambalur,77.8,65350,110529,10,False,False,Male,OBC,,,,69.8,,83.2,67.9,66.8,53.1,59.4,81.9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Science,BSc Math,Science & Research,79.8,78.4,76.1,85.1
618,12,Matriculation,government,Coimbatore,89.1,107003,27641,75,True,True,Female,OBC,,,,81.0,,77.1,61.1,65.8,76.0,40.8,23.2,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,Commerce,CA Foundation,Business & Finance,87.4,90.6,95.5,90.8
619,10,ICSE,government,Coimbatore,46.4,87975,291487,30,False,False,Female,OBC,49.4,51.2,46.6,46.5,38.3,65.2,51.9,79.2,45.6,48.5,70.5,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,Science,Nursing (BSc),Healthcare & Medicine,,,,
620,10,State Board,private,Tirunelveli,65.8,71618,124330,10,False,False,Other,SC,52.5,73.3,78.1,63.4,61.7,53.7,68.4,49.3,80.9,70.2,36.2,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,Arts,BA Economics,Business & Finance,,,,
621,12,ICSE,government,Ariyalur,69.9,31813,298092,20,True,True,Female,SC,,,,81.7,,58.7,57.1,49.9,56.0,65.8,76.9,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,Vocational,ITI Mechanic,Trades & Skilled Work,58.4,69.2,81.1,59.3
622,12,Matriculation,private,Cuddalore,72.7,87306,169625,75,True,True,Other,OBC,,,,68.3,,70.0,49.0,74.3,67.5,65.0,81.1,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,Science,BSc Math,Science & Research,70.1,84.2,78.5,62.4
623,12,ICSE,government,Tirunelveli,56.1,269849,81669,10,True,True,Female,OBC,,,,48.6,,69.6,56.3,73.6,60.5,39.9,86.3,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,Science,BSc Chemistry,Science & Research,59.9,61.5,46.9,63.5
624,12,Matriculation,private,Vellore,71.8,175665,41012,100,False,True,Female,SC,,,,60.3,,78.6,61.7,81.6,37.7,57.7,78.3,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Science,BSc Physics,Science & Research,79.3,69.2,79.0,71.3
625,12,Matriculation,government,Villupuram,73.7,214175,163732,100,True,True,Male,OBC,,,,59.0,,62.4,47.9,71.0,61.1,53.5,60.1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Science,BTech/BE,Engineering & Technology,85.4,94.1,64.4,65.8
626,12,State Board,government,Vellore,66.2,39776,21692,50,False,True,Male,General,,,,53.9,,75.6,73.9,77.7,64.1,61.8,35.7,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,Commerce,Hotel Management,Business & Finance,72.9,64.2,75.6,64.6
627,12,Matriculation,government,Dindigul,58.1,27128,207850,30,True,False,Male,General,,,,62.7,,59.9,83.4,53.9,74.8,65.9,42.8,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,Commerce,Hotel Management,Business & Finance,63.4,55.8,51.2,57.3
628,12,CBSE,private,Vellore,75.0,54142,177587,30,False,True,Male,General,,,,71.7,,71.6,65.4,94.8,71.8,54.7,33.8,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,Commerce,BBA Marketing,Business & Finance,74.0,76.9,78.9,73.7
629,10,CBSE,government,Chennai,82.2,62604,247854,30,False,True,Male,OBC,87.6,83.5,72.4,89.1,78.5,53.3,48.3,45.7,46.8,45.4,82.0,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,Science,BSc Agriculture,Agriculture & Environment,,,,
630,12,CBSE,private,Dindigul,59.4,143681,56625,100,False,True,Female,OBC,,,,42.6,,52.8,84.0,46.0,84.6,69.0,35.4,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,Arts,BFA,Arts & Media,65.7,69.9,72.0,46.8
631,12,State Board,aided,Kanchipuram,56.2,15460,248188,30,False,True,Female,OBC,,,,53.4,,39.2,47.7,48.9,75.2,68.5,38.8,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,Arts,BA Economics,Business & Finance,68.1,47.8,54.9,56.8
632,12,State Board,aided,Erode,56.6,203545,220722,50,False,False,Female,OBC,,,,51.7,,80.0,57.9,75.0,51.4,49.4,72.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,Science,BSc Biology,Healthcare & Medicine,67.7,56.5,51.0,56.0
633,10,ICSE,private,Dindigul,49.0,52764,134429,30,False,True,Other,OBC,47.8,43.3,54.3,56.2,43.3,51.0,88.4,48.2,70.0,85.3,57.6,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,Arts,BA Psychology,Education & Social Work,,,,
634,12,State Board,aided,Salem,68.9,42553,149822,10,False,False,Female,OBC,,,,60.7,,66.0,82.4,70.8,84.3,30.4,47.9,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,Commerce,CA Foundation,Business & Finance,84.6,84.1,55.4,59.7
635,12,Matriculation,aided,Cuddalore,81.2,26644,14035,30,True,True,Female,SC,,,,74.8,,61.6,48.2,88.8,77.8,28.6,58.2,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,Commerce,CA Foundation,Business & Finance,84.4,81.5,90.7,74.5
636,10,State Board,aided,Dindigul,62.8,15932,56374,30,False,True,Male,ST,64.0,63.5,47.7,68.7,70.1,73.9,67.2,74.6,65.2,44.1,41.6,False,False,False,False,True,True,True,False,False,True,False,False,False,False,True,False,Commerce,Hotel Management,Business & Finance,,,,
637,10,State Board,government,Coimbatore,66.5,115675,96555,75,False,True,Female,SC,63.2,51.0,77.8,68.5,72.2,73.6,64.5,64.9,59.3,51.4,45.3,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,Commerce,BBA,Business & Finance,,,,
638,12,State Board,government,Chennai,58.1,63491,202881,10,False,False,Male,OBC,,,,71.1,,85.8,57.3,62.4,49.6,54.8,80.7,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,Science,Nursing (BSc),Healthcare & Medicine,56.9,57.3,58.5,46.9
639,10,CBSE,private,Vellore,78.6,21333,296900,30,True,False,Male,General,86.4,85.8,69.8,81.0,70.1,75.2,62.3,73.0,61.6,77.3,80.1,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,Science,BSc Chemistry,Science & Research,,,,
640,12,ICSE,private,Madurai,77.0,21246,56891,75,True,False,Other,OBC,,,,63.5,,76.7,58.5,84.3,78.5,62.7,47.1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,Commerce,BBA Finance,Business & Finance,79.2,91.9,71.9,78.4
641,10,State Board,government,Dharmapuri,72.1,45769,77315,50,True,True,Female,OBC,82.3,64.9,71.4,68.1,73.9,48.7,46.8,48.0,67.5,59.7,79.5,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,Vocational,ITI Fitter,Trades & Skilled Work,,,,
642,10,CBSE,government,Vellore,60.7,227571,259417,30,True,True,Male,SC,41.5,60.4,62.4,67.2,72.1,77.8,67.2,81.0,78.8,42.3,43.4,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,Commerce,CA Foundation,Business & Finance,,,,
643,10,CBSE,government,Cuddalore,56.5,48646,150100,10,False,False,Other,General,56.7,60.6,52.7,61.0,51.4,81.0,55.0,80.3,61.6,52.8,81.6,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Science,MBBS/BDS,Healthcare & Medicine,,,,
644,10,Matriculation,private,Ariyalur,91.8,17988,49143,20,True,True,Female,OBC,88.1,79.0,100.0,92.1,100.0,52.4,90.3,56.3,79.3,68.5,26.7,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,Arts,BFA,Arts & Media,,,,
645,10,ICSE,aided,Chennai,89.7,49188,36286,20,False,True,Female,General,89.2,92.0,84.2,84.2,99.1,70.3,61.6,89.8,42.7,42.8,90.2,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,False,Science,BSc Math,Science & Research,,,,
646,10,State Board,private,Coimbatore,87.2,48138,223824,10,False,True,Male,OBC,89.6,78.4,85.5,87.1,95.2,54.5,81.0,81.2,62.8,51.3,48.5,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Commerce,BBA Marketing,Business & Finance,,,,
647,10,ICSE,government,Villupuram,66.3,6922,76198,20,True,True,Female,SC,73.6,74.2,63.6,59.6,60.5,70.2,46.8,80.9,64.7,47.3,81.6,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,Science,Pharmacy (BPharm),Healthcare & Medicine,,,,
648,10,State Board,government,Namakkal,58.5,57329,161774,50,False,False,Male,OBC,53.1,52.8,69.2,57.6,59.8,50.0,82.1,46.4,79.3,67.5,57.4,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Arts,BA Social Work,Education & Social Work,,,,
649,10,ICSE,government,Ariyalur,58.8,49774,58783,30,True,False,Male,OBC,49.4,69.1,60.2,65.5,50.0,55.5,87.9,33.6,69.3,77.6,39.1,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,Arts,BA Psychology,Education & Social Work,,,,
650,12,ICSE,government,Villupuram,62.8,104502,191488,30,False,False,Male,General,,,,68.0,,57.6,61.6,65.5,66.3,35.7,51.3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Commerce,BBA,Business & Finance,68.6,58.1,64.5,54.6
651,12,ICSE,aided,Thanjavur,76.8,262804,269868,50,True,False,Male,OBC,,,,76.8,,61.8,60.9,78.9,28.2,54.3,79.5,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,Science,BTech/BE,Engineering & Technology,83.9,82.7,74.7,65.9
652,10,Matriculation,government,Coimbatore,75.4,147451,76089,20,False,False,Other,OBC,76.8,92.1,58.7,74.0,75.2,65.7,52.8,76.5,41.5,65.6,82.8,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,Science,BCA,Engineering & Technology,,,,
653,10,CBSE,government,Erode,52.6,48286,176066,20,True,False,Other,OBC,54.9,57.5,61.3,38.5,50.9,80.0,42.1,77.0,49.2,59.0,91.9,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,Science,BCA,Engineering & Technology,,,,
654,12,CBSE,private,Namakkal,64.8,24705,231272,75,False,False,Male,OBC,,,,57.4,,52.5,57.2,64.5,51.8,63.8,71.2,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,Vocational,Fashion Design Diploma,Arts & Media,58.3,63.9,72.4,71.9
655,10,State Board,government,Cuddalore,39.9,469155,209219,100,True,False,Other,SC,38.7,36.5,40.1,40.8,43.5,37.9,80.5,49.3,73.2,57.5,21.8,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,Arts,BA Social Work,Education & Social Work,,,,
656,12,ICSE,private,Vellore,60.8,62779,245400,100,True,False,Other,SC,,,,51.0,,56.3,42.6,74.4,50.2,54.3,93.7,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,Science,BSc Chemistry,Science & Research,65.1,65.0,58.4,64.5
657,10,State Board,aided,Coimbatore,43.7,60545,43187,10,False,False,Female,OBC,42.9,28.6,47.7,45.5,53.8,54.6,65.8,50.4,74.3,53.1,57.3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Commerce,CA Foundation,Business & Finance,,,,
658,10,State Board,government,Villupuram,36.5,58730,285909,20,False,True,Female,General,36.9,37.6,36.6,38.9,32.4,56.7,58.9,81.3,82.9,47.6,53.1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Commerce,BCom Computer Apps,Engineering & Technology,,,,
659,12,State Board,government,Namakkal,54.2,70155,192762,20,False,True,Other,OBC,,,,50.4,,66.1,78.9,73.5,51.3,53.9,55.8,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,Commerce,Hotel Management,Business & Finance,65.2,51.1,51.1,53.4
660,12,State Board,private,Dindigul,34.2,53344,10223,30,True,True,Other,OBC,,,,23.6,,34.7,67.9,48.9,80.9,79.1,41.0,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,Arts,BA Social Work,Education & Social Work,35.7,44.0,30.4,37.5
661,12,Matriculation,government,Erode,61.6,37838,288612,20,False,True,Female,OBC,,,,50.4,,56.6,52.2,95.3,44.4,54.6,70.5,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,Science,Nursing (BSc),Healthcare & Medicine,85.6,55.9,43.7,72.5
662,12,Matriculation,government,Dharmapuri,81.8,38658,119317,75,False,False,Other,SC,,,,81.7,,74.8,66.2,85.2,73.4,50.2,78.0,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,Science,Pharmacy (BPharm),Healthcare & Medicine,89.0,84.8,86.9,66.4
663,10,State Board,aided,Madurai,62.0,58326,54880,20,False,True,Male,General,57.2,75.6,57.2,55.8,64.4,77.1,51.9,74.5,67.2,49.1,94.5,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,Science,BSc Physics,Science & Research,,,,
664,10,Matriculation,government,Cuddalore,42.2,38765,136086,30,False,True,Male,SC,38.3,37.7,33.9,55.0,45.9,73.0,66.7,75.5,63.5,49.4,46.7,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,Commerce,BMS,Business & Finance,,,,
665,10,State Board,aided,Madurai,85.5,33851,147419,30,True,False,Female,OBC,91.6,89.7,79.4,81.5,85.3,80.4,74.2,89.4,37.0,50.0,96.6,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,Science,BCA,Engineering & Technology,,,,
666,12,ICSE,aided,Trichy,86.6,65195,13692,50,False,True,Male,General,,,,76.7,,70.3,78.7,69.9,50.3,58.7,86.1,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,Science,BSc Physics,Science & Research,87.2,84.3,93.6,91.3
667,12,CBSE,private,Ariyalur,39.5,48826,135063,50,False,True,Male,SC,,,,47.9,,63.5,58.9,85.4,56.0,70.1,87.2,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,Science,BSc Math,Science & Research,36.6,36.9,39.5,36.8
668,12,State Board,aided,Coimbatore,30.9,199425,185455,10,False,True,Male,OBC,,,,47.1,,52.6,36.9,62.3,59.3,56.4,51.0,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,Vocational,ITI Fitter,Trades & Skilled Work,24.1,33.9,25.7,23.7
669,10,CBSE,aided,Vellore,65.4,7181,185220,100,False,True,Other,General,58.1,69.9,69.3,68.0,61.5,58.4,76.8,45.5,82.5,80.5,40.8,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,Arts,BA Social Work,Education & Social Work,,,,
670,10,Matriculation,private,Erode,62.5,143373,261416,100,True,False,Male,General,54.2,62.8,73.0,59.3,63.3,81.2,62.1,65.4,54.6,59.9,45.8,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,Commerce,CA Foundation,Business & Finance,,,,
671,10,State Board,private,Namakkal,56.1,162246,39075,30,False,True,Other,General,49.7,67.8,53.8,61.7,47.5,53.8,70.9,73.6,80.7,47.9,33.8,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Commerce,BBA Marketing,Business & Finance,,,,
672,10,CBSE,aided,Salem,61.4,11399,276375,20,True,False,Female,OBC,48.5,61.6,66.8,58.5,71.7,58.3,100.0,40.0,64.8,89.1,37.2,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,Arts,BA Social Work,Education & Social Work,,,,
673,10,Matriculation,private,Dindigul,37.7,45517,11722,50,False,True,Male,OBC,32.5,32.8,44.3,46.1,32.8,42.5,88.4,40.6,80.4,79.2,27.7,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Arts,BA Social Work,Education & Social Work,,,,
674,10,State Board,government,Thanjavur,84.1,44482,108300,100,True,False,Female,OBC,87.4,100.0,76.5,83.6,72.9,68.7,54.2,75.6,52.9,59.4,84.1,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Science,BSc Biology,Healthcare & Medicine,,,,
675,12,State Board,government,Trichy,86.9,19419,171657,100,False,False,Other,OBC,,,,78.6,,59.3,52.5,83.5,60.6,28.8,75.4,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,Science,MBBS/BDS,Healthcare & Medicine,91.8,93.8,83.0,87.2
676,12,Matriculation,government,Dindigul,68.4,32136,260471,20,False,False,Female,General,,,,60.2,,62.6,62.8,68.9,55.7,51.7,63.2,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,Commerce,BBA,Business & Finance,77.4,78.0,60.8,65.6
677,10,ICSE,government,Thanjavur,82.1,24626,26418,50,False,False,Female,General,84.0,82.3,79.6,88.0,76.8,78.4,53.7,78.0,37.2,52.8,75.6,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,Science,BSc Math,Science & Research,,,,
678,12,Matriculation,government,Cuddalore,78.5,243243,143402,75,False,True,Female,General,,,,81.5,,44.3,80.5,89.9,57.5,44.3,48.9,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,Commerce,BCom Computer Apps,Engineering & Technology,92.3,82.3,64.4,72.1
679,10,Matriculation,government,Coimbatore,88.6,126569,63953,75,False,True,Male,SC,92.6,93.3,74.3,92.1,90.6,61.5,48.0,58.5,63.3,60.5,70.8,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,Vocational,ITI Mechanic,Trades & Skilled Work,,,,
680,12,State Board,government,Tirunelveli,42.2,165586,159717,30,True,False,Female,OBC,,,,38.5,,73.4,59.2,74.2,48.1,67.7,88.5,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,Science,BTech/BE,Engineering & Technology,48.8,42.1,38.5,43.1
681,10,State Board,private,Karur,90.6,106653,297940,100,False,False,Female,OBC,83.1,80.9,98.5,97.3,93.2,58.8,74.8,32.0,82.6,100.0,40.6,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,Arts,BJournalism,Arts & Media,,,,
682,12,CBSE,private,Kanchipuram,74.9,24264,221098,20,False,True,Other,OBC,,,,67.2,,82.8,55.3,84.2,53.2,68.5,83.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,Science,BSc Chemistry,Science & Research,88.5,65.3,83.1,70.5
683,12,ICSE,private,Erode,72.8,39355,40301,20,False,False,Other,OBC,,,,69.4,,75.2,70.0,58.1,52.9,65.2,48.7,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,Commerce,BBA Marketing,Business & Finance,65.1,79.2,82.0,68.2
684,12,ICSE,aided,Trichy,53.0,88566,47921,20,False,True,Other,SC,,,,54.3,,40.3,69.7,49.9,93.0,81.7,29.4,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,Arts,BA Political Science,Government & Civil Services,44.5,51.0,47.6,67.6
685,10,Matriculation,private,Ariyalur,76.5,22523,28622,75,False,True,Male,General,67.5,68.9,92.4,76.5,77.4,63.4,69.3,77.0,54.7,43.3,65.4,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,Commerce,BBA Marketing,Business & Finance,,,,
686,12,Matriculation,private,Thanjavur,50.0,105916,174537,50,True,False,Male,ST,,,,49.9,,64.1,61.2,74.8,36.9,35.3,75.4,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,Science,BSc Math,Science & Research,61.7,51.6,48.3,38.7
687,12,CBSE,aided,Tirunelveli,66.9,49402,83882,50,True,True,Female,OBC,,,,56.6,,60.5,50.9,65.6,48.0,66.6,100.0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,Science,MBBS/BDS,Healthcare & Medicine,70.6,69.8,66.1,71.6
688,12,Matriculation,aided,Karur,53.7,44362,14927,20,False,False,Male,SC,,,,49.7,,64.6,73.5,82.9,70.0,32.2,30.0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,Commerce,BCom,Business & Finance,51.2,58.0,55.8,53.9
689,12,CBSE,private,Karur,71.8,105743,195011,75,False,True,Other,SC,,,,67.3,,54.8,39.2,70.9,54.8,83.2,81.4,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,Science,BSc Physics,Science & Research,87.2,72.6,69.2,62.8
690,10,ICSE,private,Cuddalore,52.7,85426,23096,100,False,True,Other,OBC,45.7,54.0,57.4,57.2,49.4,55.2,70.3,42.0,67.1,51.4,38.3,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,Arts,BFA,Arts & Media,,,,
